sorszam,kod,rovid_nev,nev,iranyitoszam,varos,utca,telefon1,telefon2,telefon3,email,web,kulfoldi,ugyintezo,vevo_fokonyv,szallito_fokonyv,adoszam,vevo_tartozik,vevo_kovetel,szallito_tartozik,szallito_kovetel,maganjellegu,nev2,nev3,telefon4,vezeto,ugyintezo2,levelcim,level_irszam,level_varos,level_utca,level_szoveg,level_megjegyzes1,level_megjegyzes2,telefon1_tipus_sorszam,telefon2_tipus_sorszam,telefon3_tipus_sorszam,telefon4_tipus_sorszam,orszag,forma,telefon1_tipus,telefon2_tipus,telefon3_tipus,telefon4_tipus,telefon1_tipus_nev,telefon2_tipus_nev,telefon3_tipus_nev,telefon4_tipus_nev,vevo_fok,vevo_fok_nev,vevo_szamlatipus,szallito_fok,szallito_fok_nev,szall_szamlatipus,kulso_kod,jelleg_kod,jelleg_nev,jelleg,tipus_kod,tipus_nev,tipus,gln,vpid
5291,100199,Bácsvíz ZRT.,Bácsvíz ZRT.,6000,Kecskemét,Izsáki u.13.     PF 133.,70/333-1171,76/508-412,,,,0,,,,10734702203,,,,,0,,,76/511-591,,,0,,,,,,,,2,,,,,,02,,,,Hivatali fax,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5292,100200,Badnyi János,Badnyi János,6764,Balástya,Kölcsey u. 11,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,100201,Bagi Gazdák Szövetke,Bagi Gazdák Szövetkezete,5435,Martfû,Damjanich u.21.,56/451-427,30/22-90-730,,,,0,,,,11833251216,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5294,100202,Bajki Károly,Bajki Károly,6066,Tiszaalpár,Szent Imre Tr3,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,100203,Bajnóczi Gábor,Bajnóczi Gábor,6033,Városföld,Kossuth l. u. 12.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5296,100204,Bajnóczi Lajos,Bajnóczi Lajos,6090,Kunszentmiklós,Kötõ u.4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,100205,Bajusz Sándor,Bajusz Sándor,6080,Szabadszállás,Mindszenti tér 3.,20/256-4838,,,,,0,,,,43603572223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5298,100206,Bajusz Zsigmond,Bajusz Zsigmond,6325,Dunatetétlen,AranyJ.u.5,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,100207,Bajzák István Mihály,Bajzák István Mihály ,6100,Kiskunfélegyháza,XI.Körzet Tanya 417. ,30/37-37-234,,,,,0,,,,75776938123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,100208,Bakó Ferenc,Bakó Ferenc,6090,Kunszentmiklós,Móra F.u.6.,20/362 6891,,,,,0,,,,78624160123,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5301,100209,Bak Józsefné,Bak Józsefné,6115,Kunszállás,Ady u.5,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,100210,Bakár Antalné,Bakár Antalné,6132,Móricgát,Alsó 106.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,100211,Vajda Béla,Vajda Béla,6328,Dunapataj,Erzsébet u.46.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14811,100212,Darányi VT,Darányi Ignác Vadásztársaság,6098,Tass,Széchenyi út 45.,30/9780707,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5305,100213,Bakos Jánosné,Bakos Jánosné,6066,Tiszaalpár,Mátyás Király u.3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,100214,Baksa Béla,Baksa Béla és Társai,6000,Kecskemét,Szent László krt 42.,30/347-4061,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
13234,100215,Új Tavasz Mg.,Új Tavasz Mezõgazdasági Szövetkezet,6523,Csátalja,Erzsébet u. 51.,,,,,,0,,,,,,,,,0,,,,Meipl János 30/3-490-443,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5308,100216,Baksa József,Baksa József,6085,Fülöpszállás,Attila u. 8.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,100217,Balasi Sándorné,Balasi Sándorné,6764,Balástya,T.26.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,100218,Balázs Dénesné,Balázs Dénesné,6100,Kiskunfélegyháza,I. körzet tanya 343.,30-3607048,,,,,0,,,,78648162123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311,100219,Balázs Imre,Balázs Imre,2700,Cegléd,Etelka u. 1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,100220,Balázs István,Balázs István,2340,Kiskunlacháza,Dömsödi u.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313,100221,Balázs István,Balázs István,6646,Tömörkény,Ságvári u. 25.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5314,100222,Balázs Pál,Balázs Pál,2370,Dabas,Kossuth u.23,29/367-004,,,,,0,,,,49608403233,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5315,100223,Balázs Zoltán,Balázs Zoltán,2351,Alsónémedi,Széchenyi u. 21.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,100224,Bali József,Bali József,6065,Lakitelek,Ugi u.5.,20/950-9508,76/448-950,,,,0,,,,78604533123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317,100225,Bali Sándor,Bali Sándor,6647,Csanytelek,Petõfi u.25,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12209,100226,Termál Zöldségtermel,"Termál Zöldségtermelõ,-felvásárló és",6600,Szentes,Munkácsi u. 1.,63/314-411,,,,,0,,,,,,,,,0,értékesito Szövetkezet.,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5319,100227,Bálint Ferenc Mihály,Bálint Ferenc Mihály,6033,Városföld,Felszabadulás u.14/2,30/6655-144,30/281-3856,30/911-7883,,,0,,,,75728856223,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5320,100228,Bálint Gáborné,Bálint Gáborné,6792,Zsombó,Felszabadulás út.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5321,100229,Takács Lajos,Takács Lajos,6086,Szalkszentmárton,Alkotmány u.40.,30/4439-106,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5322,100230,Bálint Józsefné,Bálint Józsefné,5310,Kisújszállás,Bocskai u.16.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5323,100231,Bálint József,Bálint József,6646,Tömörkény,Dózsa Gy.u.75.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324,100232,Bálint Józsefné,Bálint Józsefné,6646,Tömörkény,Dózsa Gy.u. 75.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,100233,Bálint László,Bálint László,5310,Kisújszállás,Béla Király u.37.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,100234,Bálintné Tapolcsnyi ,Bálintné Tapolcsányi Katalin,6100,Kiskunfélegyháza,Mártirok útja I/D. III/26.,,,,,,0,,,,63239380123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,,,,,
5327,100235,Balla Attila,Balla Attila,6115,Kunszállás,Hunyadi u.19,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328,100236,Balla István,Balla István,6100,Kiskunfélegyháza,VIII.ker.58,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5329,100237,Kókai István,Kókai István,5465,Cserkeszõlõ,Csalogány u.9.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5330,100238,Balla János,Balla János,2347,Bugyi,Bajcsy Zs.u.13.,20/983-33-93,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5331,100239,Balla József,Balla József,6114,Bugac,Orgoványi u. 1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5332,100240,Balla László,Balla László,6065,Lakitelek,Táncsics M.u.24.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,100241,Balla Sándor,Balla Sándor,6065,Lakitelek,Táncsics u. 3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,100242,Balogh Ferenc,Balogh Ferenc,6066,Tiszaalpár,Ady E.u.31.,30/301-0790,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5335,100243,Balogh Antal,Balogh Antal,6792,Zsombó,Béke u. 3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,100244,Balogh Benedek,Balogh Benedek,6090,Kunszentmiklós,Széchenyi u. 52.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5337,100245,Balogh Bertalan,Balogh Bertalan,2750,Nagykõrös,Május 1 u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,100246,Balogh Elek,Balogh Elek Sándor,6115,Kunszállás,Dózsa Gy.u.42.,20/922-6222,elhunyt,,,,0,,1091,,78626526123,,,,,0,,,,Ficsór Istvánhoz Tartozik,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5339,100247,Balogh Erika,Balogh Erika,5310,Kisújszállás,Sugár u.42/1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340,100248,Ulviczki Istvánné,Ulviczki Istvánné,2440,Százhalombatta,Ady E.u.13.II.8,23/354-859,30/317-5016,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
13235,100249,Augusztus 20. Mg. Rt,Augusztus 20 Mg. Rt,6524,Dávod,Petõfi S. u. 52.,79/481-144,,,,,0,,,,,,,,,0,,,,Böte Béla 30/2-993-059,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5342,100250,Balogh Gyula  Gumisz,Balogh Gyula  Gumiszerelo,6000,Kecskemét,Külsõ-Szegedi ut 13.,,,,,,0,,,,44093464223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,100251,Balogh István,Balogh István,6000,Kecskemét,Tövis u.42,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5344,100252,Balogh Istvánné,Balogh Istvánné,6336,Szakmár,Arany J. u.24.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5345,100253,Balogh János,Balogh János,6648,Csongrád-Bokros,Tanya 1549.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5346,100254,Balogh János,Balogh János,5310,Kisújszállás,Sugár u. 42/1.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,100255,Balogh József,Balogh József,2116,Zsámbok,Kossuth u.16.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5348,100256,Balogh Lajos,Balogh Lajos,2886,Réde,Temetõ u.4,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5349,100257,Balogh Lajosné,Balogh Lajosné,6235,Bócsa,Kecskeméti u. 51.,30/3-497-499,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5350,100258,Balogh Miklós,Balogh Miklós,6647,Csanytelek,Botond u. 7.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5351,100259,Balogh Pál,Balogh Pál,6060,Tiszakécske,Teleki P. 15,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352,100260,Baloghné Iványi Anna,Baloghné Iványi Anna,6100,Kiskunfélegyháza,Szegedi út 32.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5353,100261,Baloghné Varga Gabri,Baloghné Varga Gabriella,6067,Tiszaalpár,Ady E.u.31,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5354,100262,Banó Imre,Banó Imre,6000,Kecskemét,Törökfái 4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355,100263,Ladányi Anikó,Ladányi Anikó,2767,Tápiógyörgye,Táncsics M.u.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,100264,Ban László,Ban László,6032,Nyárlõrinc,Alkotmány u. 15.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5357,100265,Bán Mihály,Bán Mihály,5465,Cserkeszõlõ,Szabadság u.17.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,100266,Banczki Benedek,Banczki Benedek,6120,Kiskunmajsa,Kõvágó u. 25.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5359,100267,Bánfi Ferenc,Bánfi Ferenc,6646,Tömörkény,Rózsa u.4.,30/475-3690,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,100268,Bánfi Ferencné,Bánfi Ferencné,6676,Tömörkény,Kossuth u.116/2,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5361,100269,Bánfi János,Bánfi János,6100,Kiskunfélegyháza,Izsáki u.1/b  ,70/3346-660,20/413-5128,,,,0,,,,78690578123,,,,,0,,,,,,0,,,,,,1301243,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5362,100270,Bánfi Jenõ,Bánfi Jenõ,6646,Tömörkény,Kossuth u.32.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5363,100271,Bánfi Sándorné,Bánfi Sándorné,6646,Tömörkény,Bem u.12.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5364,100272,Kéki Lutherán György,Kéki Lutherán György,3821,Büttös,Dózsa Gy.u.18.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5365,100273,Bangóné Bernáth Éva,Bangóné Bernáth Éva Ágnes ,6090,Kunszentmiklós,Zrínyi M.u.2.,06-70/58-77-222,,,,,0,,,,44101437223,,,,,0,,,,Bangó László 30/7686-449,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5366,100274,Banka László,Banka László,6050,Lajosmizse,Kzs 98/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,100275,Baracsi Gazdaszv. Ga,Baracsi Gazdaszv. gazdab. (nem jó a cím),6000,Kecskemét,Jókai u.11.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
11036,100276,Koch's Torma Kft.,Koch's Torma Kft.,6100,Kiskunfélegyháza,I. Ker. 241.,76/462-181,76/560-782,csak pk-re,,,0,Újházi Anita vagy Zsámboki Tímea,,,10454187203,,,,,0,,,,Molnár Helga,Pénzügy : Dinnyés Helga,0,,,,,,,1,2,,,,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5369,100277,Baracskai Tibor Gazd,Baracskai Tibor Gazdabolt,6100,Kiskunfélegyháza,Bercsényi u. 59.,76/463-456,,20/3485-776,,,0,,,,58410752223,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5370,100278,Bárány Józsefné,Bárány Józsefné,6085,Fülöpszállás,Deák F. u.6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,100279,Gáspár Sándor,Gáspár Sándor,2942,Nagyigmánd,Jókai u.32.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5372,100280,Baranyi Imre,Baranyi Imre,6000,Kecskemét,Hegy u.9.,30/2070698,,,,,0,,,,44028693223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5373,100281,Baranyi István,Baranyi István,6120,Kiskunmajsa,Szent L.u.42.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,100282,Baranyi József,Baranyi József,6765,Csengele,Arany J.u. 1/A,30/322-8453,62/286-241,,,,0,,,,45691292226,,,,,0,,,,,LEV.CÍM!!!!!!!!!!!!!!!!,1,6765,Csengele,Arany J.u. 6.,,,,5,1,,,,,05,01,,,Rádiótelefon,Hivatali telefon,,,,,,,,,,,,,,,,,
5375,100283,Baranyi József ifj.,Baranyi József ifj.,6135,Csólyospálos,Kossuth u. 63.,20/4-336-666,30/626-14-83,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,5,,,,,05,05,,,Rádiótelefon,Rádiótelefon,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5376,100284,Baranyi Márton,Baranyi Márton,6116,Fülöpjakab,T.482,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,100285,Baranyi Sándor,Baranyi Sándor,6033,Városföld,Gyõzelem u.33.,,,,,,0,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,100286,Barcsa Lajos ne hasz,Barcsa Lajos ne használd,6066,Tiszaalpár,Liszt F.u. 10,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,100287,Bárdi Auto Magyarors,Bárdi Auto Magyarorszag Rt,6000,Kecskemét,Kurucz krt.33.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,100288,Bárdi Sándor,Bárdi Sándor,6000,Kecskemét,Vacsi Hegy 72.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,100289,Barka Csaba,Barka Csaba,6135,Csólyospálos,Móra u.51,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5382,100290,Barkács-1000 iparcik,Barkács-1000 iparcikk Bolt,2424,Elõszállás,Nagykarácsonyi u. 25/4,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5383,100291,Barna András,Barna András,6763,Szatymaz,Árpád u.21.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,100292,Barna Jánosné,Barna Jánosné,6090,Kunszentmiklós,Munkcsy t 4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,100293,Barna Károly,Barna Károly,6763,Szatymaz,Rózsa u. 7.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,100294,Bajári István,Bajári István,2740,Abony,Damjanich u.2/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5387,100295,Bartha István,Bartha István,6076,Ágasegyháza,Bem u.6,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,100296,Szabó Jánosné,Szabó Jánosné,2740,Abony,Táborhegy dûlõ 81/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5389,100297,Baráth Sándor,Baráth Sándor,5310,Kisújszállás,Malom u.72.,,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5390,100298,Bartók István,Bartók István Iparcikk Üzlet,6066,Tiszaalpár,Hunyadi J. u. 52,76/421-526,06-20/997-51-19,,bartokistvan@mailbox.hu,,0,,,,58413937223,,,,,0,,,,pisti.bartok@gmail.com,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5391,100299,Bartucz Attila,Bartucz Attila,6116,Fülöpjakab,T.511.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,100300,Bartucz Sándor,Bartucz Sándor,6100,Kiskunfélegyháza,Lisznyai u. 2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,100301,Bartucz Tünde,Bartucz Tünde,6034,Helvécia,Köncsögg III. Ker. 34.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,100302,Bartus Imre,Bartus Imre,6034,Helvécia,Köncsög 50.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,100303,Bartus Imre,Bartus Imre,6066,Tiszaalpár,Thököly u.27,30/293-1586,76/424-336,,,,0,,,,75727408223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,100304,Bartusné Kecs Magdol,Bartusné Kecs Magdolna,6066,Tiszaalpár,Tököly u. 27,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,100305,Baski Gábor,Baski Gábor,6090,Kunszentmiklós,Szippankó u.,20/499-7580,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5398,100306,Baski Éva,Baski  Éva,6090,Kunszentmiklós,Baksay S.t 13,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,100307,Bata Ferenc,Bata Ferenc,6320,Solt,Madách I. u.23.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,100308,Báti József,Báti József,6031,Szentkirály,Ady E. u.32.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,100309,Batn Jánosi Andrea,Batn Jánosi Andrea,6320,Solt,Nagy L. u.4.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12614,100310,Farkas Imre,Farkas Imre,6111,Gátér,Dózsa Gy.u.99.,30/2754927,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,100311,Bauman Tiborn,Bauman Tiborn,6050,Lajosmizse,Alslajos 121.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,100312,Baumax,Baumax,6000,Kecskemét,Kuruczkrt8,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,100313,Behány László,Behány László,6120,Kiskunmajsa,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,100314,Beke Ferenc,Beke Ferenc,2750,Nagykõrös,NagykársFlemle u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
